# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Jan  2 09:45:47 2015
#
# CONSTRAINT:  where (pl_kepflag > 0
# CONSTRAINT:  )
#
# COLUMN pl_hostname:    (not found)
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc.[AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc.[AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag
# COLUMN pl_msinij:      Planet M*sin(i) [Jupiter mass]
# COLUMN pl_msinijerr1:  Planet M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_msinijerr2:  Planet M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_msinijlim:   Planet M*sin(i) Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_vjerr:       V-band (Johnson) Unc. [mag]
# COLUMN st_vjlim:       V-band (Johnson) Limit Flag
# COLUMN st_vjblend:     V-band (Johnson) Blend Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr:     Effective Temperature Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_teffblend:   Effective Temperature Blend Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr:     Stellar Mass Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_massblend:   Stellar Mass Blend Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr:      Stellar Radius Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_radblend:    Stellar Radius Blend Flag
# COLUMN hd_name:        HD Name
# COLUMN hip_name:       HIP Name
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_masselim:    Planet Mass Limit Flag
# COLUMN pl_msinie:      Planet M*sin(i) [Earth mass]
# COLUMN pl_msinieerr1:  Planet M*sin(i) Upper Unc. [Earth mass]
# COLUMN pl_msinieerr2:  Planet M*sin(i) Lower Unc. [Earth mass]
# COLUMN pl_msinielim:   Planet M*sin(i) Limit Flag
# COLUMN pl_rads:        Planet Radius [Solar radii]
# COLUMN pl_radserr1:    Planet Radius Upper Unc. [Solar radii]
# COLUMN pl_radserr2:    Planet Radius Lower Unc. [Solar radii]
# COLUMN pl_radslim:     Planet Radius Limit Flag
# COLUMN st_sp:          Spectral Type
# COLUMN st_spstr:       Spectral Type
# COLUMN st_sperr:       Spectral Type Unc.
# COLUMN st_splim:       Spectral Type Limit Flag
# COLUMN st_spblend:     Spectral Type Blend Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr:     Stellar Surface Gravity Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_loggblend:   Stellar Surface Gravity Blend Flag
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr:     Stellar Density Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
# COLUMN st_metfe:       Stellar Metallicity [dex]
# COLUMN st_metfeerr:    Stellar Metallicity Unc. [dex]
# COLUMN st_metfelim:    Stellar Metallicity Limit Flag
# COLUMN st_metfeblend:  Stellar Metallicity Blend Flag
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ttvflag,pl_kepflag,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr,st_tefflim,st_teffblend,st_mass,st_masserr,st_masslim,st_massblend,st_rad,st_raderr,st_radlim,st_radblend,hd_name,hip_name,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,st_sp,st_spstr,st_sperr,st_splim,st_spblend,st_logg,st_loggerr,st_logglim,st_loggblend,st_dens,st_denserr,st_denslim,st_metfe,st_metfeerr,st_metfelim,st_metfeblend
633,Kepler-10,c,Transit,2,45.29430100,0.00004800,-0.00004800,0,,,,,0.000000,,,0,0.05400,0.00600,-0.00600,0,,,,,0.210,0.008,-0.004,0,7.10000,1.00000,-1.00000,0,89.590,0.250,-0.430,0,1,1,19h02m43.05s,285.679382,+50d14m28.7s,50.241299,173.00,27.00,-27.00,0,10.940,0.345,0,0,5708.00,28.00,0,0,0.91,0.02,0,0,1.06,0.01,0,0,,,17.20000,1.90000,-1.90000,0,,,,,0.022,0.001,0.000,0,,,,,,4.34,0.00,0,0,1.0680,0.0040,0,-0.150,0.040,0,0
634,Kepler-11,b,Transit,6,10.30390000,0.00060000,-0.00100000,0,0.091000,0.001000,-0.001000,0,0.045000,0.068000,-0.042000,0,0.00600,0.00400,-0.00300,0,,,,,0.161,0.003,-0.004,0,1.72000,1.25000,-0.91000,0,89.640,0.360,-0.180,0,1,1,19h48m27.63s,297.115112,+41d54m32.9s,41.909138,613.00,,,0,14.200,,0,0,5680.00,100.00,0,0,0.95,0.10,0,0,1.10,0.10,0,0,,,1.90000,1.40000,-1.00000,0,,,,,0.017,0.000,-0.001,0,,,,,,4.30,0.20,0,0,,,,0.000,0.100,0,0
635,Kepler-11,c,Transit,6,13.02410000,0.00130000,-0.00080000,0,0.107000,0.001000,-0.001000,0,0.026000,0.063000,-0.013000,0,0.00900,0.00900,-0.00500,0,,,,,0.256,0.004,-0.005,0,0.66000,0.66000,-0.35000,0,89.590,0.410,-0.160,0,1,1,19h48m27.63s,297.115112,+41d54m32.9s,41.909138,613.00,,,0,14.200,,0,0,5680.00,100.00,0,0,0.95,0.10,0,0,1.10,0.10,0,0,,,2.90000,2.90000,-1.60000,0,,,,,0.026,0.001,-0.001,0,,,,,,4.30,0.20,0,0,,,,0.000,0.100,0,0
636,Kepler-11,d,Transit,6,22.68450000,0.00090000,-0.00090000,0,0.155000,0.001000,-0.001000,0,0.004000,0.007000,-0.002000,0,0.02300,0.00300,-0.00500,0,,,,,0.278,0.005,-0.006,0,1.28000,0.14000,-0.27000,0,89.670,0.130,-0.160,0,1,1,19h48m27.63s,297.115112,+41d54m32.9s,41.909138,613.00,,,0,14.200,,0,0,5680.00,100.00,0,0,0.95,0.10,0,0,1.10,0.10,0,0,,,7.30000,0.80000,-1.50000,0,,,,,0.029,0.001,-0.001,0,,,,,,4.30,0.20,0,0,,,,0.000,0.100,0,0
637,Kepler-11,e,Transit,6,31.99960000,0.00080000,-0.00120000,0,0.195000,0.002000,-0.002000,0,0.012000,0.006000,-0.006000,0,0.02500,0.00500,-0.00700,0,,,,,0.374,0.006,-0.008,0,0.58000,0.11000,-0.16000,0,88.890,0.020,-0.020,0,1,1,19h48m27.63s,297.115112,+41d54m32.9s,41.909138,613.00,,,0,14.200,,0,0,5680.00,100.00,0,0,0.95,0.10,0,0,1.10,0.10,0,0,,,8.00000,1.50000,-2.10000,0,,,,,0.038,0.001,-0.001,0,,,,,,4.30,0.20,0,0,,,,0.000,0.100,0,0
638,Kepler-11,f,Transit,6,46.68880000,0.00270000,-0.00320000,0,0.250000,0.002000,-0.002000,0,0.013000,0.011000,-0.009000,0,0.00600,0.00300,-0.00300,0,,,,,0.222,0.004,-0.006,0,0.69000,0.29000,-0.32000,0,89.470,0.040,-0.040,0,1,1,19h48m27.63s,297.115112,+41d54m32.9s,41.909138,613.00,,,0,14.200,,0,0,5680.00,100.00,0,0,0.95,0.10,0,0,1.10,0.10,0,0,,,2.00000,0.80000,-0.90000,0,,,,,0.023,0.000,-0.001,0,,,,,,4.30,0.20,0,0,,,,0.000,0.100,0,0
639,Kepler-11,g,Transit,6,118.38070000,0.00100000,-0.00060000,0,0.466000,0.004000,-0.004000,0,0.150000,,,1,0.07900,,,1,,,,,0.297,0.005,-0.007,0,4.00000,,,1,89.870,0.050,-0.060,0,1,1,19h48m27.63s,297.115112,+41d54m32.9s,41.909138,613.00,,,0,14.200,,0,0,5680.00,100.00,0,0,0.95,0.10,0,0,1.10,0.10,0,0,,,25.00000,,,1,,,,,0.030,0.001,-0.001,0,,,,,,4.30,0.20,0,0,,,,0.000,0.100,0,0
640,Kepler-12,b,Transit,1,4.43796370,0.00000020,-0.00000020,0,0.055600,0.000700,-0.000700,0,0.010000,,,1,0.43100,0.04100,-0.04000,0,,,,,1.695,0.028,-0.032,0,0.11100,0.01100,-0.00900,0,88.760,0.080,-0.080,0,0,1,19h04m58.43s,286.243439,+50d02m25.4s,50.040382,600.00,,,0,13.800,,0,0,5947.00,100.00,0,0,1.17,0.05,0,0,1.48,0.03,0,0,,,136.97900,13.03000,-12.71300,0,,,,,0.174,0.003,-0.003,0,,,,,,4.17,0.01,0,0,0.4990,0.0240,0,0.070,0.040,0,0
641,KOI-13,b,Transit,1,1.76358770,0.00000100,-0.00000100,0,0.037000,,,0,,,,,,,,,,,,,2.030,,,0,,,,,,,,,0,1,19h07m53.09s,286.971191,+46d52m06.1s,46.868362,,,,,,,,,8848.00,,0,0,,,,0,2.68,,0,0,,,,,,,,,,,0.210,,,0,,,,,,3.94,,0,0,,,,,,,0
642,Kepler-14,b,Transit,1,6.79012300,0.00000430,-0.00000430,0,,,,,0.035000,0.020000,-0.020000,0,8.40000,0.35000,-0.34000,0,,,,,1.136,0.073,-0.054,0,7.10000,1.10000,-1.10000,0,90.000,0.000,-2.800,0,0,1,19h10m50.11s,287.708801,+47d19m59.0s,47.333050,980.00,,,0,,,,,6395.00,60.00,0,0,1.51,0.04,0,0,2.05,0.11,0,0,,,2669.66000,111.24000,-108.06000,0,,,,,0.117,0.007,-0.006,0,,,,,,3.99,0.03,0,0,,,,0.120,0.060,0,0
643,Kepler-15,b,Transit,1,4.94278200,0.00000130,-0.00000130,0,0.057140,0.000860,-0.000930,0,0.060000,,,0,0.66000,0.08000,-0.09000,0,,,,,0.960,0.060,-0.070,0,0.93000,0.18000,-0.22000,0,87.440,0.180,-0.200,0,0,1,19h44m48.14s,296.200592,+49d08m24.5s,49.140125,,,,,,,,,5515.00,122.00,0,0,1.02,0.04,0,0,0.99,0.06,0,0,,,209.76000,25.43000,-28.60000,0,,,,,0.099,0.006,-0.007,0,,,,,,4.46,0.05,0,0,1.4700,0.2600,0,0.360,0.070,0,0
644,Kepler-16,b,Transit,1,228.77600000,0.02000000,-0.03700000,0,0.704800,0.001100,-0.001100,0,0.006900,0.001000,-0.001500,0,0.33300,0.01600,-0.01600,0,,,,,0.754,0.003,-0.003,0,0.96400,0.04700,-0.04600,0,90.032,0.002,-0.002,0,1,1,19h16m18.17s,289.075714,+51d45m26.8s,51.757439,61.00,,,0,,,,,4450.00,150.00,0,0,0.69,0.00,0,0,0.65,0.00,0,0,,,105.83300,5.08500,-5.08500,0,,,,,0.077,0.000,0.000,0,,,,,,4.65,0.00,0,0,3.5630,0.0170,0,-0.300,0.200,0,0
645,Kepler-17,b,Transit,1,1.48571080,0.00000020,-0.00000020,0,0.025910,0.000370,-0.000360,0,0.011000,,,1,2.45000,0.11000,-0.11000,0,,,,,1.310,0.020,-0.020,0,1.35000,0.08000,-0.08000,0,87.200,0.150,-0.150,0,0,1,19h53m34.86s,298.395264,+47d48m54.0s,47.815006,800.00,100.00,-100.00,0,,,,,5781.00,85.00,0,0,1.16,0.06,0,0,1.05,0.03,0,0,,,778.65000,34.96000,-34.96000,0,,,,,0.135,0.002,-0.002,0,4.20,G2 V,,0,0,4.53,0.12,0,0,1.4150,0.0840,0,0.260,0.100,0,0
646,Kepler-18,b,Transit,3,3.50472500,0.00002800,-0.00002800,0,0.044700,0.000600,-0.000600,0,0.000000,,,0,0.02200,0.01100,-0.01100,0,,,,,0.178,0.009,-0.009,0,4.90000,2.40000,-2.40000,0,,,,,1,1,19h52m19.06s,298.079437,+44d44m46.8s,44.746323,,,,,,,,,5345.00,100.00,0,0,0.97,0.04,0,0,1.11,0.05,0,0,,,6.90000,3.40000,-3.40000,0,,,,,0.018,0.001,-0.001,0,,,,,,4.31,0.12,0,0,1.0100,0.1200,0,0.190,0.060,0,0
647,Kepler-18,c,Transit,3,7.64159000,0.00003000,-0.00003000,0,0.075200,0.001100,-0.001100,0,0.000000,,,0,0.05400,0.00600,-0.00600,0,,,,,0.490,0.023,-0.023,0,0.59000,0.07000,-0.07000,0,87.680,0.220,-0.220,0,1,1,19h52m19.06s,298.079437,+44d44m46.8s,44.746323,,,,,,,,,5345.00,100.00,0,0,0.97,0.04,0,0,1.11,0.05,0,0,,,17.30000,1.90000,-1.90000,0,,,,,0.050,0.002,-0.002,0,,,,,,4.31,0.12,0,0,1.0100,0.1200,0,0.190,0.060,0,0
648,Kepler-18,d,Transit,3,14.85888000,0.00004000,-0.00004000,0,0.117200,0.001700,-0.001700,0,0.000000,,,0,0.05200,0.00400,-0.00400,0,,,,,0.623,0.029,-0.029,0,0.27000,0.03000,-0.03000,0,88.070,0.100,-0.100,0,1,1,19h52m19.06s,298.079437,+44d44m46.8s,44.746323,,,,,,,,,5345.00,100.00,0,0,0.97,0.04,0,0,1.11,0.05,0,0,,,16.40000,1.40000,-1.40000,0,,,,,0.064,0.003,-0.003,0,,,,,,4.31,0.12,0,0,1.0100,0.1200,0,0.190,0.060,0,0
649,Kepler-19,b,Transit,2,9.28699440,0.00000880,-0.00000880,0,,,,,0.000000,,,0,0.06400,,,1,,,,,0.197,0.004,-0.004,0,10.40000,,,1,89.940,0.060,-0.440,0,1,1,19h21m41.00s,290.420837,+37d51m06.4s,37.851788,2119.00,,,0,,,,,5541.00,60.00,0,0,0.94,0.04,0,0,0.85,0.02,0,0,,,20.30000,,,1,,,,,0.020,0.000,0.000,0,,,,,,4.59,0.10,0,0,,,,-0.130,0.060,0,0
650,Kepler-19,c,Transit Timing Variations,2,160.00000000,,,1,,,,,,,,,6.00000,,,1,,,,,,,,,,,,,,,,,0,1,19h21m41.00s,290.420837,+37d51m06.4s,37.851788,2119.00,,,0,,,,,5541.00,60.00,0,0,0.94,0.04,0,0,0.85,0.02,0,0,,,1906.90000,,,1,,,,,,,,,,,,,,4.59,0.10,0,0,,,,-0.130,0.060,0,0
651,Kepler-20,b,Transit,5,3.69612190,0.00000430,-0.00000640,0,0.045370,0.000540,-0.000600,0,0.320000,,,1,0.02700,0.00700,-0.00700,0,,,,,0.170,0.011,-0.019,0,6.50000,2.00000,-2.70000,0,86.500,0.360,-0.310,0,0,1,19h10m47.52s,287.697998,+42d20m19.4s,42.338726,290.00,30.00,-30.00,0,,,,,5466.00,93.00,0,0,0.91,0.04,0,0,0.94,0.06,0,0,,,8.70000,2.10000,-2.20000,0,,,,,0.018,0.001,-0.002,0,,,,,,4.44,0.07,0,0,1.5100,0.3900,0,0.020,0.040,0,0
652,Kepler-20,c,Transit,5,10.85409200,0.00001300,-0.00001300,0,0.093000,0.001100,-0.001100,0,0.400000,,,1,0.05100,0.01000,-0.01200,0,,,,,0.274,0.018,-0.028,0,2.91000,0.85000,-1.08000,0,88.390,0.160,-0.140,0,0,1,19h10m47.52s,287.697998,+42d20m19.4s,42.338726,290.00,30.00,-30.00,0,,,,,5466.00,93.00,0,0,0.91,0.04,0,0,0.94,0.06,0,0,,,16.10000,3.30000,-3.70000,0,,,,,0.028,0.002,-0.003,0,,,,,,4.44,0.07,0,0,1.5100,0.3900,0,0.020,0.040,0,0
653,Kepler-20,d,Transit,5,77.61184000,0.00015000,-0.00037000,0,0.345300,0.004100,-0.004600,0,0.600000,,,1,0.06300,,,1,,,,,0.245,0.015,-0.027,0,4.07000,,,1,89.570,0.043,-0.048,0,0,1,19h10m47.52s,287.697998,+42d20m19.4s,42.338726,290.00,30.00,-30.00,0,,,,,5466.00,93.00,0,0,0.91,0.04,0,0,0.94,0.06,0,0,,,20.10000,,,1,,,,,0.025,0.002,-0.003,0,,,,,,4.44,0.07,0,0,1.5100,0.3900,0,0.020,0.040,0,0
654,Kepler-20,e,Transit,5,6.09849300,0.00006500,-0.00006500,0,,,,,0.280000,,,1,0.01000,,,1,,,,,0.077,0.007,-0.009,0,,,,,87.500,0.330,-0.340,0,0,1,19h10m47.52s,287.697998,+42d20m19.4s,42.338726,290.00,30.00,-30.00,0,,,,,5466.00,93.00,0,0,0.91,0.04,0,0,0.94,0.06,0,0,,,3.08000,,,1,,,,,0.008,0.001,-0.001,0,,,,,,4.44,0.07,0,0,1.5100,0.3900,0,0.020,0.040,0,0
655,Kepler-20,f,Transit,5,19.57706000,0.00052000,-0.00052000,0,,,,,0.320000,,,1,0.04500,,,1,,,,,0.092,0.009,-0.012,0,,,,,88.680,0.140,-0.170,0,0,1,19h10m47.52s,287.697998,+42d20m19.4s,42.338726,290.00,30.00,-30.00,0,,,,,5466.00,93.00,0,0,0.91,0.04,0,0,0.94,0.06,0,0,,,14.30000,,,1,,,,,0.009,0.001,-0.001,0,,,,,,4.44,0.07,0,0,1.5100,0.3900,0,0.020,0.040,0,0
656,Kepler-21,b,Transit,1,2.78575500,0.00003100,-0.00003400,0,0.042507,0.000098,-0.000119,0,0.000000,,,0,0.03300,,,1,,,,,0.146,0.003,-0.004,0,12.90000,,,1,82.580,0.280,-0.310,0,0,1,19h09m26.84s,287.361816,+38d42m50.5s,38.714016,108.00,10.00,-10.00,0,8.250,0.012,0,0,6131.00,44.00,0,0,1.34,0.01,0,0,1.86,0.02,0,0,HD 179070,HIP 94112,10.40000,,,1,,,,,0.015,0.000,0.000,0,3.60,F6 IV,,0,0,4.02,0.01,0,0,0.2886,0.0077,0,-0.150,0.060,0,0
657,Kepler-22,b,Transit,1,289.86230000,0.00160000,-0.00200000,0,0.849000,0.018000,-0.017000,0,0.000000,,,0,0.11300,,,1,,,,,0.212,0.012,-0.012,0,14.70000,,,1,89.764,0.025,-0.042,0,0,1,19h16m52.20s,289.217499,+47d53m04.1s,47.884464,190.00,,,0,,,,,5518.00,44.00,0,0,0.97,0.06,0,0,0.98,0.02,0,0,,,36.00000,,,1,,,,,0.022,0.001,-0.001,0,4.50,G5 V,,,0,4.44,0.06,0,0,1.4580,0.0300,0,-0.290,0.060,0,0
658,Kepler-23,b,Transit,3,7.10730000,,,0,0.075000,,,0,,,,,0.80000,,,1,,,,,0.170,,,0,,,,,,,,,1,1,19h36m52.54s,294.218933,+49d28m45.2s,49.479225,800.00,,,,,,,,5828.00,100.00,0,0,1.11,0.09,0,0,1.55,0.05,0,0,,,254.30000,,,1,,,,,0.017,,,0,,,,,,4.09,0.06,0,0,,,,-0.090,0.140,0,0
659,Kepler-23,c,Transit,3,10.74210000,,,0,0.099000,,,0,,,,,2.70000,,,1,,,,,0.285,,,0,,,,,,,,,1,1,19h36m52.54s,294.218933,+49d28m45.2s,49.479225,800.00,,,,,,,,5828.00,100.00,0,0,1.11,0.09,0,0,1.55,0.05,0,0,,,858.10000,,,1,,,,,0.029,,,0,,,,,,4.09,0.06,0,0,,,,-0.090,0.140,0,0
660,Kepler-23,d,Transit,3,15.27429900,0.00010400,-0.00010400,0,0.124000,,,0,,,,,,,,,,,,,0.196,0.008,-0.008,0,,,,,,,,,0,1,19h36m52.54s,294.218933,+49d28m45.2s,49.479225,800.00,,,,,,,,5828.00,100.00,0,0,1.11,0.09,0,0,1.55,0.05,0,0,,,,,,,,,,,0.020,0.001,-0.001,0,,,,,,4.09,0.06,0,0,,,,-0.090,0.140,0,0
661,Kepler-24,b,Transit,4,8.14530000,,,0,0.080000,,,0,,,,,1.60000,,,1,,,,,0.214,,,0,,,,,,,,,1,1,19h21m39.18s,290.413269,+38d20m37.5s,38.343754,1200.00,,,0,,,,,5897.00,219.00,0,0,1.03,0.11,0,0,1.29,0.29,0,0,,,508.50000,,,1,,,,,0.022,,,0,,,,,,4.20,0.15,0,0,,,,-0.240,0.400,0,0
662,Kepler-24,c,Transit,4,12.33350000,,,0,0.106000,,,0,,,,,1.60000,,,1,,,,,0.250,,,0,,,,,,,,,1,1,19h21m39.18s,290.413269,+38d20m37.5s,38.343754,1200.00,,,0,,,,,5897.00,219.00,0,0,1.03,0.11,0,0,1.29,0.29,0,0,,,508.50000,,,1,,,,,0.026,,,0,,,,,,4.20,0.15,0,0,,,,-0.240,0.400,0,0
663,Kepler-24,d,Transit,4,4.24438400,0.00005300,-0.00005300,0,0.051000,,,0,,,,,,,,,,,,,0.149,0.035,-0.035,0,,,,,,,,,0,1,19h21m39.18s,290.413269,+38d20m37.5s,38.343754,1200.00,,,0,,,,,5897.00,219.00,0,0,1.03,0.11,0,0,1.29,0.29,0,0,,,,,,,,,,,0.015,0.004,-0.004,0,,,,,,4.20,0.15,0,0,,,,-0.240,0.400,0,0
664,Kepler-24,e,Transit,4,18.99835500,0.00015700,-0.00015700,0,0.138000,,,0,,,,,,,,,,,,,0.248,0.057,-0.057,0,,,,,,,,,0,1,19h21m39.18s,290.413269,+38d20m37.5s,38.343754,1200.00,,,0,,,,,5897.00,219.00,0,0,1.03,0.11,0,0,1.29,0.29,0,0,,,,,,,,,,,0.025,0.006,-0.006,0,,,,,,4.20,0.15,0,0,,,,-0.240,0.400,0,0
665,Kepler-25,b,Transit,3,6.23850000,,,0,0.068000,,,0,,,,,12.70000,,,1,,,,,0.232,,,0,,,,,,,,,1,1,19h06m33.22s,286.638397,+39d29m16.4s,39.487892,,,,,,,,,6270.00,79.00,0,0,1.19,0.06,0,0,1.31,0.02,0,0,,,4036.30000,,,1,,,,,0.024,,,0,,,,,,4.28,0.03,0,0,0.7500,0.0100,0,-0.040,0.100,0,0
666,Kepler-25,c,Transit,3,12.72040000,,,0,0.110000,,,0,,,,,4.16000,,,1,,,,,0.401,,,0,,,,,,,,,1,1,19h06m33.22s,286.638397,+39d29m16.4s,39.487892,,,,,,,,,6270.00,79.00,0,0,1.19,0.06,0,0,1.31,0.02,0,0,,,1322.12000,,,1,,,,,0.041,,,0,,,,,,4.28,0.03,0,0,0.7500,0.0100,0,-0.040,0.100,0,0
667,Kepler-25,d,Radial Velocity,3,123.00000000,2.00000000,-2.00000000,0,,,,,,,,,0.28300,0.04300,-0.04300,0,,,,,,,,,,,,,,,,,0,1,19h06m33.22s,286.638397,+39d29m16.4s,39.487892,,,,,,,,,6270.00,79.00,0,0,1.19,0.06,0,0,1.31,0.02,0,0,,,89.90000,13.70000,-13.70000,0,,,,,,,,,,,,,,4.28,0.03,0,0,0.7500,0.0100,0,-0.040,0.100,0,0
668,Kepler-26,b,Transit,4,12.28290000,,,0,0.085000,,,0,,,,,0.38000,,,1,,,,,0.321,,,0,,,,,,,,,1,1,18h59m45.84s,284.941010,+46d33m59.5s,46.566540,,,,,,,,,4486.00,116.00,0,0,0.65,0.03,0,0,0.57,0.03,0,0,,,120.77000,,,1,,,,,0.033,,,0,,,,,,4.73,0.20,0,0,,,,-0.210,0.080,0,0
669,Kepler-26,c,Transit,4,17.25130000,,,0,0.107000,,,0,,,,,0.37500,,,1,,,,,0.321,,,0,,,,,,,,,1,1,18h59m45.84s,284.941010,+46d33m59.5s,46.566540,,,,,,,,,4486.00,116.00,0,0,0.65,0.03,0,0,0.57,0.03,0,0,,,119.18100,,,1,,,,,0.033,,,0,,,,,,4.73,0.20,0,0,,,,-0.210,0.080,0,0
670,Kepler-26,d,Transit,4,3.54391900,0.00001500,-0.00001500,0,0.039000,,,0,,,,,,,,,,,,,0.095,0.005,-0.005,0,,,,,,,,,0,1,18h59m45.84s,284.941010,+46d33m59.5s,46.566540,,,,,,,,,4486.00,116.00,0,0,0.65,0.03,0,0,0.57,0.03,0,0,,,,,,,,,,,0.010,0.001,-0.001,0,,,,,,4.73,0.20,0,0,,,,-0.210,0.080,0,0
671,Kepler-26,e,Transit,4,46.82791500,0.00017300,-0.00017300,0,0.220000,,,0,,,,,,,,,,,,,0.215,0.013,-0.013,0,,,,,,,,,0,1,18h59m45.84s,284.941010,+46d33m59.5s,46.566540,,,,,,,,,4486.00,116.00,0,0,0.65,0.03,0,0,0.57,0.03,0,0,,,,,,,,,,,0.022,0.001,-0.001,0,,,,,,4.73,0.20,0,0,,,,-0.210,0.080,0,0
672,Kepler-27,b,Transit,2,15.33480000,,,0,0.118000,,,0,,,,,9.11000,,,1,,,,,0.357,,,0,,,,,,,,,1,1,19h28m56.82s,292.236755,+41d05m09.2s,41.085876,,,,,,,,,5400.00,60.00,0,0,0.65,0.16,0,0,0.59,0.15,0,0,,,2895.31000,,,1,,,,,0.037,,,0,,,,,,5.40,0.20,0,0,,,,0.410,0.040,0,0
673,Kepler-27,c,Transit,2,31.33090000,,,0,0.191000,,,0,,,,,13.80000,,,1,,,,,0.437,,,0,,,,,,,,,1,1,19h28m56.82s,292.236755,+41d05m09.2s,41.085876,,,,,,,,,5400.00,60.00,0,0,0.65,0.16,0,0,0.59,0.15,0,0,,,4385.87000,,,1,,,,,0.045,,,0,,,,,,5.40,0.20,0,0,,,,0.410,0.040,0,0
